operator,new
John Rice Coal Co.,john_rice_coal
John Lawrence,john_lawrence
W.J. Lyda Coal Co.,wj_lyda_coal
W.J. Lyda Coal Co.,wj_lyda_coal
W.J. Lyda Coal Co.,wj_lyda_coal
Thomas M. Williams,thomas_m_williams
Richard's Coal Co.,richards_coal
Wilber H. Kiser,wilber_h_kiser
"Lake Erie Mining Enterprises, Inc.",lake_erie_mining_enterprises
Wilbur H. Kiser,wilbur_h_kiser
"Lake Erie Mining Enterprises, Inc.",lake_erie_mining_enterprises
Wilbur H. Kiser,wilbur_h_kiser
John Ziros,john_ziros
"Lake Erie Mining Enterprises, Inc.",lake_erie_mining_enterprises
Wilbur H. Kiser,wilbur_h_kiser
Smith & Rogos Coal Co.,smith_rogos_coal
"Carbon Coal Co., Inc.",carbon_coal
Hindman Coal Co.,hindman_coal
Manor Coal Co.,manor_coal
"Woolridge Coal., Inc.",woolridge_coal
Rieger & Hilliard,rieger_hilliard
Bowie Coal Co.,bowie_coal
Frank A. Zemlock,frank_a_zemlock
Sun Side Coal Co.,sun_side_coal
Walburn Coal Co.,walburn_coal
Garner Coal Co.,garner_coal
Portersville Coal Co.,portersville_coal
Joe F. Sherman Co.,joe_f_sherman
Corvi Coal Co.,corvi_coal
Elliot Coal Mining Co.,elliot_coal_mining
Raglani Coal Co.,raglani_coal
Manor Coal Co.,manor_coal
John N. Wilson,john_n_wilson
G.A. Stiles Co.,ga_stiles
P & G Coal Co.,p_g_coal
Caltagarone Brothers,caltagarone_brothers
Milford H. Carson,milford_h_carson
Penbrook Cotracting Corp.,penbrook_cotracting
Roy H. Lutz Coal Co.,roy_h_lutz_coal
"Wingert Construction Co., Inc.",wingert_construction
"Wingert Construction Co., Inc.",wingert_construction
"Wingert Construction Co., Inc.",wingert_construction
Spencer Construction Co.,spencer_construction
DuBois Coal Mining Co.,dubois_coal_mining
W. Paul Glenn,w_paul_glenn
D.C. Penoyer & Co.,dc_penoyer
"Cataract Coal Co., Inc.",cataract_coal
Pulford Coal Co.,pulford_coal
Williamsgrove Clay Products,williamsgrove_clay_products
W.J. Lyda Coal Co.,wj_lyda_coal
Wesley Sinclair,wesley_sinclair
William A. Burket,william_a_burket
Robert B. Gigliotti,robert_b_gigliotti
Elk City Mining Co.,elk_city_mining
Mulson Coal Co.,mulson_coal
J.C. Coal Co.,jc_coal
Elder Coal Co.,elder_coal
Elliot Coal Mining Co.,elliot_coal_mining
Waroquier Coal Co.,waroquier_coal
"Aughenbaugh Coal Co., Inc.",aughenbaugh_coal
New Shawmut Mining Co.,new_shawmut_mining
New Shawmut Mining Co.,new_shawmut_mining
Elwood Youngdahl,elwood_youngdahl
Elk City Mining Co.,elk_city_mining
Helm Coal Co.,helm_coal
Decker Construction Co.,decker_construction
T.J. Caamblett,tj_caamblett
FW & RR Inc.,fw_rr
"Benninger Coal Co., Inc.",benninger_coal
"Romanko Bros. Enterprises, Inc.",romanko_bros_enterprises
Romanko Coal Co.,romanko_coal
Mauersberg Coal Co.,mauersberg_coal
"R.E.M. Coal Co., Inc.",rem_coal
Maple Hill Coal Co.,maple_hill_coal
Dugan Coal Mining Co.,dugan_coal_mining
Kristianson & Thompson,kristianson_thompson
Penbrook Contracting Corp.,penbrook_contracting
G.A. Stiles Co.,ga_stiles
New Shawmut Mining Co.,new_shawmut_mining
Carbon Hill Coal Co.,carbon_hill_coal
Ambrosia Coal & Construction Co.,ambrosia_coal_construction
Ambrosia Coal & Construction Co.,ambrosia_coal_construction
Joe F. Sherman Co.,joe_f_sherman
Maple Hill Coal Co.,maple_hill_coal
Kristianson & Johsnon Coal Co.,kristianson_johsnon_coal
William A. Kardysauskas,william_a_kardysauskas
Fry Coal & Stone Co.,fry_coal_stone
Lumsted Coal Co.,lumsted_coal
Eastern Mining Co.,eastern_mining
C.E. Lauver & Sons,ce_lauver_sons
Elton E. Long,elton_e_long
C & K Coal Co.,c_k_coal
"Hawk Contracting, Inc.",hawk_contracting
West Freedom Mining Co.,west_freedom_mining
Compton Coal Co.,compton_coal
Lingle Coal Co.,lingle_coal
Lingle Coal Co.,lingle_coal
"Junedale Coal Co., Inc.",junedale_coal
"Pennboro Coal Co., Inc.",pennboro_coal
"Aughenbaugh Coal Co., Inc.",aughenbaugh_coal
"Aughenbough Coal Co., Inc.",aughenbough_coal
Mauersburg Coal Co.,mauersburg_coal
Clarion Fossil Fuels Corp.,clarion_fossil_fuels
D.C. Penoyer & Co.,dc_penoyer
"S.R.P. Coal Co., Inc.",srp_coal
"M & M Mining, Inc.",m_mining
"M & M Mining, Inc.",m_mining
Carbonara Coal Co.,carbonara_coal
George & William Hatalawich,george_william_hatalawich
Cataract Coal Co.,cataract_coal
Cataract Coal Co,cataract_coal
Philip Reese,philip_reese
West Freedom Mining Co.,west_freedom_mining
Matthews Coal Co.,matthews_coal
Quinn Coal & Clay Mines,quinn_coal_clay_mines
Elbe contracting Co.,elbe_contracting
Elbe Contracting Co.,elbe_contracting
Woolridge Coal Co.,woolridge_coal
"Hawk Contracting ,Inc.",hawk_contracting
Harold A. Siegel,harold_a_siegel
Robert Fagley,robert_fagley
Shannon Coal Co.,shannon_coal
C & K Coal Co.,c_k_coal
Richard Stanford,richard_stanford
Black Hawk Coal Co.,black_hawk_coal
K.I.T. Industries,kit_industries
Edmunds Contracting & Supply Co.,edmunds_contracting_supply
"Aughenbaugh Coal Co., Inc.",aughenbaugh_coal
Howard Coal Mining Co.,howard_coal_mining
C.E. Lauver & Sons,ce_lauver_sons
DelSignore Coal Co.,delsignore_coal
F. Howard Kahle,f_howard_kahle
Allison Engineering Co.,allison_engineering
Serge Coal Co.,serge_coal
West Freedom Mining Co.,west_freedom_mining
West Freedom Mining Co.,west_freedom_mining
Allison Engineering Co.,allison_engineering
"Laurel Ridge Coal, Inc.",laurel_ridge_coal
Laurel Ridge Coal Inc.,laurel_ridge_coal
G.A. Stiles Co.,ga_stiles
L.L. Theiss,ll_theiss
W. Pershing Stahlman,w_pershing_stahlman
"Ralph A. Veon, Inc.",ralph_a_veon
Sunnyside Coal Mining Co.,sunnyside_coal_mining
West Freedom Mining Co.,west_freedom_mining
West Freedom Mining Co.,west_freedom_mining
C & S Coal Co.,c_s_coal
Eastman Woodward,eastman_woodward
Appalacha Coal Co.,appalacha_coal
"Ace Drilling Coal Co., Inc.",ace_drilling_coal
Allison Engineering Co.,allison_engineering
Edwin W. Toy,edwin_w_toy
MAC Coal Co.,mac_coal
W. Pershing Stahlman,w_pershing_stahlman
McIntosh Coal Co.,mcintosh_coal
McIntosh Coal Co.,mcintosh_coal
Homer Maney,homer_maney
C & K Coal Co.,c_k_coal
C & K Coal Co.,c_k_coal
McCandless Mining Co.,mccandless_mining
Terry Reddinger,terry_reddinger
"Halstock, Inc.",halstock
Burkett Brothers,burkett_brothers
West Freedom Mining Co.,west_freedom_mining
West Freedom Mining Co.,west_freedom_mining
Allison Engineering Co.,allison_engineering
Allison Engineering Co.,allison_engineering
Allison Engineering Co.,allison_engineering
"Meade Run Coal Co., Inc.",meade_run_coal
Ziros Co.,ziros
Elk City Mining Co.,elk_city_mining
West Freedom Mining Co.,west_freedom_mining
Lee M. Smith & William Chisnell,lee_m_smith_william_chisnell
Knish & Dzura Coal Co.,knish_dzura_coal
S. B. & S. Co.,s
Greensburg Connellsville Coal & Coke Co.,greensburg_connellsville_coal_coke
Hickory Coal Co.,hickory_coal
J. H. Filby Coal Co.,j_h_filby_coal
McConnell & Keresity,mcconnell_keresity
Helm Coal Co.,helm_coal
Booth-Gosetti Coal Co.,boothgosetti_coal
Wolf Contracting & Mining Co.,wolf_contracting_mining
Booth-Gosetti Coal Co.,boothgosetti_coal
Wolf Contracting & Mining Co.,wolf_contracting_mining
Matthews Coal Co.,matthews_coal
National Coal & Supply,national_coal_supply
Keystone Valley Coal Co.,keystone_valley_coal
John F. Gloeckner,john_f_gloeckner
Piatt & Craig Coal Co.,piatt_craig_coal
Joe F. Sherman Co.,joe_f_sherman
Joe F. Sherman Co.,joe_f_sherman
Elliot Coal Mining Co.,elliot_coal_mining
Kristianson & Thompson Coal Co.,kristianson_thompson_coal
Raglani Coal Co.,raglani_coal
Best & Neeley Coal Co.,best_neeley_coal
C & M Contracting Co.,c_m_contracting
C. H. Snyder Co.,c_h_snyder
C. H. Snyder Co.,c_h_snyder
Arrow Coal Corp.,arrow_coal
"Delta Mining, Inc.",delta_mining
"Scurfield Coal, Inc.",scurfield_coal
Allaman Mining Co.,allaman_mining
F. R. Zuck,f_r_zuck
Allison Engineering Co.,allison_engineering
Carrier & Son,carrier_son
The DuBois Coal Minig Co.,the_dubois_coal_minig
"P & N Coal Co., Inc.",p_n_coal
Paul Marshall & Carl Morrison,paul_marshall_carl_morrison
Colonial Gas Coal Co.,colonial_gas_coal
C.H. Snyder Co.,ch_snyder
E.M. Motter,em_motter
Motter & Thompson,motter_thompson
E.M. Motter,em_motter
Motter & Thompson,motter_thompson
Robert Bailey Coal Co.,robert_bailey_coal
"Metropolitan Clay, Inc.",metropolitan_clay
C.E. Lauver & Sons,ce_lauver_sons
C.E. Lauver & Sons,ce_lauver_sons
Joe F. Sherman Co.,joe_f_sherman
Pulford Coal Co.,pulford_coal
Joe F. Sherman Co.,joe_f_sherman
E.L. Craft,el_craft
Pulford Coal Co.,pulford_coal
C & S Coal Co.,c_s_coal
C. H. Snyder Co.,c_h_snyder
Carbon Coal Co.,carbon_coal
Allison Engineering Co.,allison_engineering
Manor Coal Co.,manor_coal
Tri-County Fuel Co.,tricounty_fuel
Smith Contracting Co.,smith_contracting
Patsy Corvi Coal Co.,patsy_corvi_coal
New Shawmut Mining Co.,new_shawmut_mining
MAC Coal Co.,mac_coal
James Pascaret,james_pascaret
P & G Coal Co.,p_g_coal
"Master, Nickerson & Nickerson Coal Co.",nickerson_coal
Mays Coal Co.,mays_coal
"Wingert Contracting Co., Inc.",wingert_contracting
W. Pershing Stahlman,w_pershing_stahlman
W. Pershing Stahlman,w_pershing_stahlman
W. Pershing Stahlman,w_pershing_stahlman
McIntosh Coal Co.,mcintosh_coal
Maral Co.,maral
Earl M. Reed Coal Co.,earl_m_reed_coal
Perry & Van Slander,perry_van_slander
"Chutz Bros., Inc.",chutz_bros
Mathews Coal Co.,mathews_coal
John R. Madden,john_r_madden
"R.E.M Coal Co., Inc.",rem_coal
"W.P. Stahlman Coal Co., Inc.",wp_stahlman_coal
Martin Marietta Corp.,martin_marietta
"M&L Coal Co., Inc.",ml_coal
"Wolf Contracting & Mining Co., Inc.",wolf_contracting_mining
Manor Coal Co.,manor_coal
Hill Brothers Coal Co.,hill_brothers_coal
Warren G. Hartman,warren_g_hartman
National Fireproofing Corp.,national_fireproofing
Richard Berkey,richard_berkey
F. R. Zuck,f_r_zuck
Ray Pfendler Coal Co.,ray_pfendler_coal
Manor Coal Co.,manor_coal
Tri-County Fuel Co.,tricounty_fuel
Ziras Coal Co.,ziras_coal
"Wingert Contracting Co., Inc.",wingert_contracting
B. J. Coal Co.,b_j_coal
Wayne W. Moore,wayne_w_moore
North Star Coal Co.,north_star_coal
North Star Coal Co.,north_star_coal
C.E. Lauver & Sons,ce_lauver_sons
C.E. Lauver & Sons,ce_lauver_sons
Maral Co.,maral
Maral Co.,maral
Maral Co.,maral
Maral Co.,maral
Calvin J. Aughenbauh,calvin_j_aughenbauh
Elba Coal Co.,elba_coal
Elba Coal Co.,elba_coal
Robert Bailey & H.W. Todd Jr.,robert_bailey_hw_todd_jr
Robert B. Gigliotti,robert_b_gigliotti
W. Pershing Stahlman,w_pershing_stahlman
Allison Engineering Co.,allison_engineering
Theodore DeMarsh,theodore_demarsh
The Mercer Coal Producing Co.,the_mercer_coal_producing
C & K Coal Co.,c_k_coal
W. Pershing Stahlman,w_pershing_stahlman
Shawville Coal Co.,shawville_coal
Shawville Coal Co.,shawville_coal
"Cataract Coal Co., Inc.",cataract_coal
Serge Coal Co.,serge_coal
Kelse M. Hoffman,kelse_m_hoffman
Sunbeam Coal Corp.,sunbeam_coal
Freebrook Corp.,freebrook
H. & E. Coal Co.,h_e_coal
J. & M. Coal Co.,j_m_coal
H & E Coal Co.,h_e_coal
J & M Coal Co.,j_m_coal
"Meade Run Coal Co., Inc.",meade_run_coal
Perry & Van Slander,perry_van_slander
New Shawmut Mining Co.,new_shawmut_mining
"P & N Coal Co., Inc.",p_n_coal
"P&N Coal Co., Inc.",pn_coal
J. Russell Crovener,j_russell_crovener
J. Russell Crovener,j_russell_crovener
"Lumstead Coal Co., Inc.",lumstead_coal
P & N Coal Co.,p_n_coal
Robert Bailey,robert_bailey
Carl A. Belin & Clarence J. Sample,carl_a_belin_clarence_j_sample
Robert Bailey,robert_bailey
John R. Wilson,john_r_wilson
Frank M. Sheesley,frank_m_sheesley
James M. Franks & Isabella V. Franks,franks
F. R. Zuck Coal Co.,f_r_zuck_coal
Russell Coal Co.,russell_coal
New Shawmut Mining Co.,new_shawmut_mining
New Shawmut Mining Co.,new_shawmut_mining
New Shawmut Mining Co.,new_shawmut_mining
Roymond Pfendler Coal Co.,roymond_pfendler_coal
Maral Co.,maral
Maral Co.,maral
"P & N Coal Co., Inc.",p_n_coal
Penbrook Contracting Corp.,penbrook_contracting
Cimba-Hinks Coal Co.,cimbahinks_coal
"Cooper Coal Co., Inc.",cooper_coal
J. H. Filby Coal Co.,j_h_filby_coal
Serge Coal Co.,serge_coal
"E. M. Reed Contractor & Co., Inc.",e_m_reed_contractor
Sunbeam Coal Corp.,sunbeam_coal
C & K Coal Co.,c_k_coal
Manor Coal Co.,manor_coal
Tri-County Fuel Co.,tricounty_fuel
Elk City Mining Co.,elk_city_mining
West Freedom Mining Co.,west_freedom_mining
Elk City Mining Co.,elk_city_mining
Edwin W. Toy,edwin_w_toy
Butler Consolidated Coal Co.,butler_consolidated_coal
Grubbs Construction Co.,grubbs_construction
Vanmac Corp.,vanmac
Robert Bailey,robert_bailey
Robert Bailey,robert_bailey
Robert Bailey,robert_bailey
Homer Maney,homer_maney
James E. Hoffman,james_e_hoffman
James E. Hofman,james_e_hofman
Homer Maney,homer_maney
North Sewickley Coal Co.,north_sewickley_coal
John S. Boyd,john_s_boyd
P. & W. Coal Co.,p_w_coal
Heston Fuel Co.,heston_fuel
Allison Engineering Co.,allison_engineering
O. Preston & Donald Chambers,o_preston_donald_chambers
W. Pershing Stahlman,w_pershing_stahlman
"Ralph A. Veon, Inc.",ralph_a_veon
Maral Co.,maral
James L. Nastasi,james_l_nastasi
Serge Coal Co.,serge_coal
MAC Coal Co.,mac_coal
MAC Coal CO.,mac_coal
MAC Coal Co.,mac_coal
Iseman Brothers,iseman_brothers
Iseman Brothers,iseman_brothers
Iseman Brothers,iseman_brothers
D. S. Boosel,d_s_boosel
West Freedom Mining Co.,west_freedom_mining
Wolf Contracting & Mining Co.,wolf_contracting_mining
"P & N Coal Co., Inc.",p_n_coal
John R. Wilson,john_r_wilson
"The Hyland Coal Co., Inc.",the_hyland_coal
L.G. Duncan Contracting Co.,lg_duncan_contracting
Narbert E. Wolbert,narbert_e_wolbert
John E. Rydesky,john_e_rydesky
Joseph I. Galbraith,joseph_i_galbraith
"P & N Coal Co., Inc.",p_n_coal
Spartan Fuels Co.,spartan_fuels
"Fairview Coal Co., Inc.",fairview_coal
Penfield Energy Corp.,penfield_energy
Glenn Coal Co.,glenn_coal
Glenn Coal Co.,glenn_coal
Doverspike Brothers Coal Co.,doverspike_brothers_coal
Benjamin Coal Co.,benjamin_coal
"K & J Coal Co., Inc.",k_j_coal
Maral Co.,maral
C.E. Lauver & Sons,ce_lauver_sons
C.E. Lauver & Sons,ce_lauver_sons
Bennett Coal Co.,bennett_coal
Marlowe Mining,marlowe_mining
"Fairview Coal Co., Inc.",fairview_coal
"Shawville Coal Co., Inc.",shawville_coal
"Glacial Minerals, Inc.",glacial_minerals
Darl Minich Coal Co.,darl_minich_coal
Mays Coal Co.,mays_coal
M.C. Breniman,mc_breniman
F & W Coal Co.,f_w_coal
Nugent Mining Co.,nugent_mining
Nugent Mining Co.,nugent_mining
D.C. Penoyer & Co.,dc_penoyer
D.C. Penoyer & Co.,dc_penoyer
Everett Moore Coal Co.,everett_moore_coal
Elliot Coal Mining Co.,elliot_coal_mining
C.H. Snyder Co.,ch_snyder
Elba Coal Co.,elba_coal
Rochester & Pittsburgh Coal Co.,rochester_pittsburgh_coal
"Contour Island Mining Co., Inc.",contour_island_mining
Heald Coal Co.,heald_coal
Penn Mach & Tank Co.,penn_mach_tank
Northwestern Mining & Exchange Co. of Erie,northwestern_mining_exchange_of_erie
"Kristianson & Johnson Coal Co., Inc.",kristianson_johnson_coal
"Kristianson & Johnson Coal Co., Inc.",kristianson_johnson_coal
Red Gap Coal Co.,red_gap_coal
Hepburnia Coal Co.,hepburnia_coal
Hepburnia Coal Co.,hepburnia_coal
Hepburnia Coal Co.,hepburnia_coal
Robert Fagley Contractor,robert_fagley_contractor
Krach & Gearhart Coal Co.,krach_gearhart_coal
Markle-Bullers Coal Co.,marklebullers_coal
Al Hamilton Contracting Co.,al_hamilton_contracting
W.G. Moore & Son Inc.,wg_moore_son
Cambria Coal Co.,cambria_coal
"Ace Drilling Coal Co., Inc.",ace_drilling_coal
Lawrence B. Vollmer,lawrence_b_vollmer
C.A. Brown & Frank Spickler,ca_brown_frank_spickler
C. & M. Contracting Co.,c_m_contracting
Ivywood Coal Co.,ivywood_coal
W. Pershing Stahlman,w_pershing_stahlman
W. Pershing Stahlman,w_pershing_stahlman
Krach & Gearhart Coal Co.,krach_gearhart_coal
Krach & Gearhart Coal Co.,krach_gearhart_coal
Waroquier Coal Co.,waroquier_coal
C & S Coal Co.,c_s_coal
Perry & Van Slander,perry_van_slander
New Shawmut Mining Co.,new_shawmut_mining
William Johnson,william_johnson
West Freedom Mining Co.,west_freedom_mining
G.C. Braden,gc_braden
"Ralph A. Veon, Inc.",ralph_a_veon
Twin River Co.,twin_river
Twin River Co.,twin_river
Garfield Fuel Co.,garfield_fuel
Doverspike Brothers Coal Co.,doverspike_brothers_coal
"Walter L. Houser Coal Co., Inc.",walter_l_houser_coal
"Walter L. Houser Coal Co., Inc",walter_l_houser_coal
W.W. Coal Co.,ww_coal
"Boomdown Coal Co., Inc.",boomdown_coal
Eriez Mining Corp.,eriez_mining
Allison Engineering Co.,allison_engineering
MAC Coal Co.,mac_coal
MAC Coal Co.,mac_coal
MAC Coal Co.,mac_coal
"Wingert Contracting Co., Inc.",wingert_contracting
W. Paul Glenn,w_paul_glenn
Bradford Coal Co.,bradford_coal
Red Gap Coal Co.,red_gap_coal
Helm Coal Co.,helm_coal
Helm Coal Co.,helm_coal
Pike Coal Co.,pike_coal
Helm Coal Co.,helm_coal
Carrier & Son,carrier_son
The DuBois Coal Mining Co.,the_dubois_coal_mining
The DuBois Coal Mining Co.,the_dubois_coal_mining
Nugent Mining Co.,nugent_mining
"Woolridge Coal Co., Inc.",woolridge_coal
"Woolridge Coal Co., Inc.",woolridge_coal
Junedale Coal Co.,junedale_coal
William G. Brown,william_g_brown
Helm Coal Co.,helm_coal
Walburn Coal Co.,walburn_coal
Bobo & Parrish,bobo_parrish
Sunbeam Coal Corp.,sunbeam_coal
Graffius & Goebel,graffius_goebel
Wilbert H. Butts & Clair Cramer,wilbert_h_butts_clair_cramer
Owens Coal Mining Co.,owens_coal_mining
Bull Run Coal Co.,bull_run_coal
C & K Coal Co.,c_k_coal
"Ancient Sun, Inc.",ancient_sun
Equitable Coal Co.,equitable_coal
Lester C. Henry,lester_c_henry
Equitable Coal Co.,equitable_coal
Lester C. Henry,lester_c_henry
"Glacial Minerals, Inc.",glacial_minerals
The Alpha Environmental Corp.,the_alpha_environmental
Glenn Coal Co.,glenn_coal
"W.P. Stahlman Coal Co., Inc.",wp_stahlman_coal
Clair C. McGovern Coal Co.,clair_c_mcgovern_coal
"James M. Stott Coal Co., Inc.",james_m_stott_coal
Kelce Coal Co.,kelce_coal
"Power Contracting Co., Inc.",power_contracting
C & M Contracting Co.,c_m_contracting
C & M Contracting Co.,c_m_contracting
F & W Coal Co.,f_w_coal
Smith & Zindel,smith_zindel
Robert Bailey,robert_bailey
Thompson Coal Mining Co.,thompson_coal_mining
The Negley Fire Clay Co.,the_negley_fire_clay
Lake Erie Coal Co.,lake_erie_coal
Maple Hill Coal Co.,maple_hill_coal
Thompson Coal Mining Co.,thompson_coal_mining
Maple Hill Coal Co.,maple_hill_coal
Thompson Coal Mining Co.,thompson_coal_mining
Joe F. Sherman Co.,joe_f_sherman
Samm Coal Coal Co.,coal
W. Paul Glenn,w_paul_glenn
W. Paul Glenn,w_paul_glenn
W. Paul Glenn,w_paul_glenn
Cogley & McIlwain,cogley_mcilwain
J. Russell Cravener,j_russell_cravener
Roy Coal Co.,roy_coal
Sunbeam Coal Corp.,sunbeam_coal
"Sky Haven Coal, Inc.",sky_haven_coal
"James M. Stott Coal Co., Inc.",james_m_stott_coal
"James M. Stott Coal Co, Inc.",james_m_stott_coal
"Ed Hanslovan Coal Co., Inc.",ed_hanslovan_coal
West Freedom Mining Co.,west_freedom_mining
McKay Coal Co.,mckay_coal
Nick J. Sadati,nick_j_sadati
Pike Coal Co.,pike_coal
M & M Mining Co.,m_mining
Majors Coal Co.,majors_coal
Majors Coal Co.,majors_coal
"W.P. Stahlman Coal Co., Inc.",wp_stahlman_coal
Benjamin Coal Co.,benjamin_coal
"Power Contracting Co., Inc.",power_contracting
"Power Operating Co., Inc.",power_operating
F. Howard Kahle Coal Co.,f_howard_kahle_coal
H. A. Siegel Coal Co.,h_a_siegel_coal
Terry Reddinger,terry_reddinger
C & K Coal Co.,c_k_coal
Clarion Realty Co.,clarion_realty
K.I.T. Industries,kit_industries
L & L Burkett Coal Co.,l_burkett_coal
L & L Burkett Coal Co.,l_burkett_coal
Sunbeam Coal Corp.,sunbeam_coal
Thomas D. & Mary Landi,thomas_d_mary_landi
Thomas D. & Mary Landi,thomas_d_mary_landi
Elmer C. McMaster,elmer_c_mcmaster
Woolridge Coal Co.,woolridge_coal
Woolridge Coal Co.,woolridge_coal
C.H. Snyder Co.,ch_snyder
"M & M Mining, Inc.",m_mining
Shade Mining Co.,shade_mining
B.B. & B.,bb_b
New Shawmut Mining Co.,new_shawmut_mining
The Allison Engineering Co.,the_allison_engineering
C & K Coal Co.,c_k_coal
The Allison Engineering Co.,the_allison_engineering
The Allison Engineering Co.,the_allison_engineering
John E. Rydesky,john_e_rydesky
W.C. Miller,wc_miller
"Wan-Saul, Inc.",wansaul
Roy H. Lutz,roy_h_lutz
"Earl M. Brown, Co.",earl_m_brown
Colonial Gas Coal Co.,colonial_gas_coal
The Allison Engineering Co.,the_allison_engineering
The Allison Engineering Co.,the_allison_engineering
The Allison Engineering Co.,the_allison_engineering
Glenn Coal Co.,glenn_coal
"R.E.M Coal Co., Inc.",rem_coal
Black Hawk Coal Co.,black_hawk_coal
Bessemer Cement Co.,bessemer_cement
United States Cement Co.,united_states_cement
Harman Coal Co.,harman_coal
Terry Reddinger,terry_reddinger
Cecil B. Shaffer,cecil_b_shaffer
F. Howard Kahle Coal Co.,f_howard_kahle_coal
Zacherl Coal Co.,zacherl_coal
Grasso Coal Mining CO.,grasso_coal_mining
C & K Coal Co.,c_k_coal
Brocius & Fowler Coal Co.,brocius_fowler_coal
Wingert Construction Co.,wingert_construction
Wingert Construction Co.,wingert_construction
G.A. Stiles Co.,ga_stiles
Wingert Contruction Co.,wingert_contruction
C & K Coal Co.,c_k_coal
"Wingert Contracting Co., Inc.",wingert_contracting
"Wingert Contracting Co., Inc.",wingert_contracting
Grasso Mining Co.,grasso_mining
DuBois Coal Mining Co.,dubois_coal_mining
DuBois Coal Mining Co.,dubois_coal_mining
C & K Coal Co.,c_k_coal
Woolridge Coal Co.,woolridge_coal
Woolridge Coal Co.,woolridge_coal
Homer Maney,homer_maney
P & N Coal Co.,p_n_coal
Maple Hill Coal Co.,maple_hill_coal
Thompson Coal Co.,thompson_coal
Maple Hill Coal Co.,maple_hill_coal
Thompson Coal Co.,thompson_coal
G.W. & W.D. Meyer,gw_wd_meyer
Cooper Coal Co.,cooper_coal
Fry Coal & Stone Co.,fry_coal_stone
J.W. Conn,jw_conn
The Allison Engineering Co.,the_allison_engineering
Brumbaugh Brothers,brumbaugh_brothers
Sunbeam Coal Corp.,sunbeam_coal
The Allison Engineering Co.,the_allison_engineering
MAC Coal Co.,mac_coal
Ross L. Ferraro,ross_l_ferraro
"Shawville Coal Co., Inc.",shawville_coal
"Fran Contracting, Inc.",fran_contracting
Ruffner Coal Co.,ruffner_coal
"Fran Contracting Co., Inc.",fran_contracting
"Deer Field Coal Co., Inc.",deer_field_coal
Godin & Goden Land Leasing,godin_goden_land_leasing
"Deer Field Coal Co., Inc.",deer_field_coal
Godin & Goden Land Leasing Co.,godin_goden_land_leasing
Grasso Coal Mining Co.,grasso_coal_mining
W.P. Stahlman Coal Co.,wp_stahlman_coal
Mays Coal Co.,mays_coal
Grasso Coal Mining Co.,grasso_coal_mining
Grasso Coal Mining Co.,grasso_coal_mining
Grasso Coal Mining Co.,grasso_coal_mining
DuBois Coal Mining Co.,dubois_coal_mining
W. P. Stahlmsn,w_p_stahlmsn
John L. Mays,john_l_mays
W.P. Stahlman,wp_stahlman
W.P. Stahlman,wp_stahlman
W.P. Stahlman,wp_stahlman
Lackey Coal Co.,lackey_coal
Clarion Coal Mining Co.,clarion_coal_mining
MAC Coal Co.,mac_coal
C.H. Snyder Co.,ch_snyder
William L. Wingert,william_l_wingert
"Wingert Contracting Co., Inc.",wingert_contracting
"Wingert Contracting Co., Inc.",wingert_contracting
Donald Chambers,donald_chambers
Donald Chambers,donald_chambers
"L.S.K. Row Materials, Inc.",lsk_row_materials
Thomas Mines,thomas_mines
Krach & Gearhart Coal Co.,krach_gearhart_coal
Krach & Gearhart Coal Co.,krach_gearhart_coal
Kirstianson & Johnson Coal Co.,kirstianson_johnson_coal
"Shawville Coal Co., Inc.",shawville_coal
"Shawville Coal Co., Inc.",shawville_coal
Freebrook Corp.,freebrook
Freebrook Corp.,freebrook
Paul C. Harman,paul_c_harman
"R.D. Baughman Coal Co., Inc.",rd_baughman_coal
Freebrook Corp.,freebrook
"Dean Coal Co., Inc.",dean_coal
MAC Coal Co.,mac_coal
Ernest C.Dean,ernest_cdean
Allison Engineering Co.,allison_engineering
Allison Engineering Co.,allison_engineering
MAC Coal Co.,mac_coal
F & W Coal Co.,f_w_coal
James Parnell,james_parnell
Maple Hill Coal Co.,maple_hill_coal
Thompson Coal Co.,thompson_coal
Frank Spickler,frank_spickler
Allison Engineering Co.,allison_engineering
Majors Coal Co.,majors_coal
Majors Coal Co.,majors_coal
C.H. Snyder Co.,ch_snyder
Jacox Coal Co.,jacox_coal
The Negley Fire Clay Co.,the_negley_fire_clay
Freebrook Corp.,freebrook
Maral Co.,maral
Passmore Coal Co.,passmore_coal
Kristianson & Johnson Coal Co.,kristianson_johnson_coal
Kristianson & Johnson Coal Co.,kristianson_johnson_coal
Shannon Coal Co.,shannon_coal
S.R. Hansel Coal Co.,sr_hansel_coal
J. & M. Coal Co.,j_m_coal
Smith & Zindel,smith_zindel
Herschel R. Owens,herschel_r_owens
Freebrook Corp.,freebrook
Paul C. Harman,paul_c_harman
Rand Mining Co.,rand_mining
The Allison Engineering Co.,the_allison_engineering
Hillcrest Coal Co.,hillcrest_coal
W. Pershing Stahlman,w_pershing_stahlman
Krach & Gearhart Coal Co.,krach_gearhart_coal
Shawville Coal Co.,shawville_coal
Shawville Coal Co.,shawville_coal
Motter Coal Co.,motter_coal
E.M. Brown Co.,em_brown
C & J Coal Corp.,c_j_coal
Western Pennsylvania Coal Co.,western_pennsylvania_coal
Jack Rainey,jack_rainey
Waroquier Coal Co.,waroquier_coal
